customerID,Contract,tenure,MonthlyCharges,y_true,y_proba,y_pred,error_type
9962-BFPDU,Month-to-month,1,20.05,0,0.33451236201398665,0,TN
2892-GESUL,Two year,18,19.35,0,0.0548777752898677,0,TN
9741-YLNTD,Month-to-month,6,87.95,0,0.8142264273131012,1,FP
1205-WNWPJ,Month-to-month,7,59.5,1,0.5885935002079095,1,TP
3173-NVMPX,Month-to-month,9,55.3,0,0.5655304301215718,1,FP
9661-MHUMO,Month-to-month,1,49.25,1,0.5665398024566909,1,TP
6000-APYLU,Month-to-month,9,80.8,1,0.8624822202615403,1,TP
0048-PIHNL,One year,49,20.45,0,0.035941758695912096,0,TN
9420-LOJKX,Month-to-month,15,99.1,1,0.7186025167644707,1,TP
7061-OVMIM,One year,30,19.55,0,0.06417375237649484,0,TN
5671-RQRLP,Two year,70,75.65,0,0.15057033322924823,0,TN
5129-JLPIS,Month-to-month,25,105.5,0,0.7104765250780035,1,FP
5170-PTRKA,One year,49,35.8,0,0.07976038928494898,0,TN
4819-HJPIW,Month-to-month,18,25.15,0,0.5517091758968701,1,FP
8780-RSYYU,Month-to-month,25,19.2,0,0.23497428687385327,0,TN
2335-GSODA,Two year,23,40.1,0,0.07935885947961743,0,TN
5696-CEIQJ,Two year,67,103.15,0,0.09498868277216406,0,TN
6169-PPETC,Two year,35,20.5,0,0.026971671455143783,0,TN
4237-RLAQD,Month-to-month,1,45.85,1,0.6682451160357782,1,TP
7359-WWYJV,Two year,72,114.45,0,0.10239120136265373,0,TN
8620-RJPZN,Month-to-month,1,20.7,0,0.4643384153949169,0,TN
7426-WEIJX,Month-to-month,60,80.95,0,0.4594019344199709,0,TN
7629-WIXZF,One year,7,59.1,0,0.4831610133741239,0,TN
2616-FLVQC,Two year,64,19.55,0,0.01051979785215954,0,TN
9163-GHAYE,Month-to-month,15,48.85,0,0.5140607306872086,1,FP
4464-JCOLN,One year,2,19.85,1,0.1938969615639795,0,FN
2971-SGAFL,Month-to-month,13,78.75,0,0.7163451411618555,1,FP
4735-ASGMA,Month-to-month,26,98.35,1,0.867720081785452,1,TP
5245-VDBUR,One year,52,35.45,0,0.09242947767958665,0,TN
1493-AMTIE,Month-to-month,1,20.2,1,0.4590851717109754,0,FN
1112-CUNAO,Month-to-month,15,89.85,1,0.829482643550444,1,TP
7571-YXDAD,Month-to-month,2,74.9,1,0.7831398754066515,1,TP
8714-EUHJO,Month-to-month,31,91.15,1,0.7520969189422603,1,TP
9040-KZVWO,One year,26,75.5,0,0.36621834471631715,0,TN
6713-OKOMC,Month-to-month,10,29.75,0,0.5232325538594226,1,FP
8749-CLJXC,Month-to-month,1,20.05,0,0.3906850780717589,0,TN
4713-LZDRV,Month-to-month,2,79.6,1,0.9002304053713899,1,TP
6598-RFFVI,One year,2,19.3,1,0.22156564202339152,0,FN
7470-MCQTK,Month-to-month,13,48.75,1,0.7659544489867883,1,TP
5524-KHNJP,One year,33,74.75,0,0.16771575403458053,0,TN
1707-HABPF,One year,46,91.3,0,0.39389271308954726,0,TN
4581-LNWUM,Month-to-month,13,49.15,0,0.7730829098822303,1,FP
9710-ZUSHQ,Month-to-month,37,106.75,1,0.6885794229144787,1,TP
1697-LYYYX,One year,61,19.1,0,0.018062373464780394,0,TN
4013-GUXND,Month-to-month,1,20.8,0,0.38671736938348833,0,TN
5022-JNQEQ,Month-to-month,9,75.85,0,0.7266371312398848,1,FP
4983-CCWMC,Month-to-month,3,69.6,0,0.809053347980107,1,FP
6345-FZOQH,Two year,69,19.9,0,0.008670031080444457,0,TN
0962-CQPWQ,Two year,62,20.3,0,0.0085607673062289,0,TN
5495-GPSRW,Two year,20,19.7,0,0.08748908059835662,0,TN
2252-JHJGE,One year,61,104.0,0,0.3897910562042715,0,TN
7356-AYNJP,One year,4,23.9,0,0.3271012172427019,0,TN
2019-HDCZY,Two year,63,102.6,0,0.2874528927226581,0,TN
8582-KRHPJ,Month-to-month,50,35.0,0,0.22200633767646002,0,TN
2867-UIMSS,Month-to-month,1,80.5,1,0.8514852446683334,1,TP
3487-EARAT,One year,70,74.1,0,0.029423684437299643,0,TN
9926-PJHDQ,Two year,72,76.8,0,0.07049231470641056,0,TN
0289-IVARM,Month-to-month,35,60.55,0,0.24532312048526836,0,TN
4672-FOTSD,Month-to-month,12,67.25,0,0.48980834612492524,0,TN
6198-PNNSZ,One year,56,109.8,0,0.29622210966446466,0,TN
7603-USHJS,Month-to-month,12,73.75,1,0.7567834924825296,1,TP
6784-XYJAE,One year,36,55.8,0,0.251583424164663,0,TN
3858-XHYJO,One year,40,105.75,0,0.40815257996912274,0,TN
1087-UDSIH,Month-to-month,3,19.6,1,0.44643611752967555,0,FN
7251-LJBQN,One year,40,103.75,0,0.5502948172382575,1,FP
3200-MNQTF,Two year,67,70.9,0,0.018445481228163023,0,TN
9359-UGBTK,One year,67,72.35,0,0.05924673506291258,0,TN
8160-HOWOX,Month-to-month,7,66.85,0,0.779460452958273,1,FP
0258-NOKBL,Month-to-month,3,90.4,0,0.8148785581281267,1,FP
2800-QQUSO,Month-to-month,42,100.3,0,0.7581607120309184,1,FP
2129-ALKBS,Month-to-month,40,26.2,0,0.20078234088485494,0,TN
9972-VAFJJ,One year,53,94.0,0,0.38069736497270185,0,TN
4693-VWVBO,Month-to-month,3,19.55,0,0.44985079177663884,0,TN
6969-MVBAI,Month-to-month,9,90.1,0,0.895918134265039,1,FP
4821-WQOYN,Two year,72,20.1,0,0.007613164316982228,0,TN
6769-DYBQN,Month-to-month,46,85.0,1,0.5515852682651047,1,TP
4018-PPNDW,Two year,61,24.1,0,0.017927897642873062,0,TN
6288-CHQJB,Two year,54,69.95,0,0.026476077388404372,0,TN
4905-JEFDW,One year,11,41.6,1,0.6501103085687814,1,TP
0559-CKHUS,Two year,29,19.55,0,0.06006698495756707,0,TN
2659-VXMWZ,One year,67,111.3,1,0.3576382809124736,0,FN
6559-RAKOZ,One year,49,97.95,0,0.5183650044247067,1,FP
8809-XKHMD,Two year,72,100.55,0,0.09583885970139763,0,TN
6365-HITVU,Two year,71,87.25,0,0.02017194203167858,0,TN
0134-XWXCE,One year,44,74.85,0,0.17622246664683422,0,TN
9720-JJJOR,One year,41,60.3,0,0.09445001728048585,0,TN
2782-LFZVW,Month-to-month,11,58.95,0,0.6988366146881161,1,FP
6112-KTHFQ,Month-to-month,13,19.3,0,0.3484669134009027,0,TN
9220-ZNKJI,Two year,55,88.8,0,0.13261217225026764,0,TN
9820-RMCQV,Month-to-month,11,48.55,1,0.38608004581870264,0,FN
9013-AQORL,Month-to-month,48,45.55,0,0.24292956155785228,0,TN
2040-OBMLJ,One year,31,81.7,0,0.34164136271400736,0,TN
5574-NXZIU,Two year,63,109.2,0,0.09307452439068424,0,TN
5446-DKWYW,One year,61,65.2,0,0.21067437908951778,0,TN
0480-KYJVA,Two year,72,24.25,0,0.007712798516953821,0,TN
1074-AMIOH,Month-to-month,53,108.25,0,0.4578159044750458,0,TN
0015-UOCOJ,Month-to-month,7,48.2,0,0.6423915953873123,1,FP
0256-LTHVJ,Month-to-month,28,81.05,1,0.7352205417183846,1,TP
4547-LYTDD,Month-to-month,16,72.65,1,0.786751542291828,1,TP
1077-HUUJM,Month-to-month,7,71.05,0,0.7969423115197943,1,FP
2041-JIJCI,Month-to-month,5,64.0,0,0.7780382524398973,1,FP
1555-HAPSU,Two year,71,23.9,0,0.00793854649115865,0,TN
4323-SADQS,Month-to-month,7,34.5,1,0.5941565520274864,1,TP
3292-PBZEJ,Month-to-month,11,111.4,0,0.86555314398282,1,FP
6203-HBZPA,Two year,52,63.9,0,0.05839312130529996,0,TN
9755-JHNMN,Two year,49,67.4,0,0.02314901818022486,0,TN
7369-TRPFD,One year,19,18.8,0,0.12712764642818916,0,TN
9878-TNQGW,Month-to-month,2,80.95,1,0.8853816771809997,1,TP
2279-AXJJK,Month-to-month,52,95.65,0,0.5215963475027492,1,FP
5016-IBERQ,Month-to-month,23,84.25,0,0.719828419116275,1,FP
1016-DJTSV,Month-to-month,8,69.7,0,0.8564680429804831,1,FP
8433-WPJTV,One year,65,103.9,0,0.34664120143943206,0,TN
8903-XEBGX,Month-to-month,2,55.3,0,0.7391627724913205,1,FP
2632-TACXW,Two year,62,23.65,0,0.014409668004922814,0,TN
7952-OBOYL,Month-to-month,3,89.85,0,0.7787002353716579,1,FP
1470-PSXNM,One year,49,93.65,0,0.46874269922429235,0,TN
6227-HWPWX,Month-to-month,15,69.0,1,0.6023781174262646,1,TP
5924-SNGKP,One year,41,20.25,0,0.0553981597600993,0,TN
8818-DOPVL,Month-to-month,46,104.45,0,0.7978553520504141,1,FP
4521-WFJAI,Two year,56,25.95,0,0.02547470296335037,0,TN
4724-WXVWF,Month-to-month,48,95.4,0,0.5661251709879649,1,FP
3717-OEAUQ,Month-to-month,2,70.7,0,0.75278239617249,1,FP
8165-ZJRNM,Two year,72,23.75,0,0.007645630688460717,0,TN
7838-LAZFO,One year,45,78.8,0,0.13804221235348757,0,TN
0513-RBGPE,Two year,37,62.8,0,0.06049824826279911,0,TN
7251-XFOIL,Month-to-month,61,89.2,0,0.4818302777306556,0,TN
2525-GVKQU,Two year,60,20.6,0,0.011601353038608965,0,TN
7579-OOPEC,Month-to-month,2,50.15,1,0.5668118517288822,1,TP
3795-GWTRD,Two year,63,75.55,0,0.01704869542456495,0,TN
4750-ZRXIU,Month-to-month,4,84.6,1,0.914989854141571,1,TP
5445-PZWGX,One year,62,102.0,1,0.22851370654500797,0,FN
0516-UXRMT,One year,62,92.05,0,0.2668315747917148,0,TN
0727-BNRLG,Two year,69,97.65,0,0.1381164267371461,0,TN
3932-CMDTD,One year,4,105.65,1,0.7109853601567043,1,TP
1264-FUHCX,One year,49,56.3,0,0.21454436156706644,0,TN
6194-HBGQN,One year,51,81.15,0,0.10882843922321309,0,TN
4524-QCSSM,Month-to-month,26,44.65,0,0.48180402859067095,0,TN
4570-QHXHL,Month-to-month,9,43.75,0,0.6830226880392315,1,FP
2972-YDYUW,One year,57,94.7,0,0.3186589193489612,0,TN
2061-VVFST,Month-to-month,37,19.5,0,0.11904119365677035,0,TN
6874-SGLHU,One year,30,97.0,0,0.5590655005034461,1,FP
9844-FELAJ,One year,70,107.9,0,0.3869581724347647,0,TN
1902-XBTFB,Month-to-month,22,89.4,1,0.7433004980471645,1,TP
9039-RBEEE,Month-to-month,39,48.95,1,0.29033331873830165,0,FN
9369-XFEHK,Month-to-month,33,80.6,1,0.6675835039623265,1,TP
3680-CTHUH,One year,60,116.6,0,0.2880375301961395,0,TN
3679-XASPY,Month-to-month,1,19.45,0,0.41913034915780445,0,TN
9089-UOWJG,Month-to-month,12,58.35,0,0.5652644119010007,1,FP
1574-DYCWE,Two year,51,19.95,0,0.014226798033830375,0,TN
9779-DPNEJ,Month-to-month,22,80.15,0,0.7736073597711816,1,FP
2967-MXRAV,One year,1,18.8,0,0.20447797215810204,0,TN
0327-WFZSY,One year,39,100.0,0,0.5592352073692304,1,FP
1731-TVIUK,Month-to-month,4,93.5,1,0.8492091921876901,1,TP
7666-WKRON,Two year,39,80.45,1,0.23919975116577097,0,FN
3865-ZYKAD,Month-to-month,69,84.9,0,0.33178055045245214,0,TN
1465-LNTLJ,Month-to-month,8,64.4,0,0.6167777356498654,1,FP
2696-RZVZW,Two year,68,25.05,0,0.011428198280887713,0,TN
0685-MLYYM,Month-to-month,2,70.75,1,0.8300425501851274,1,TP
2778-OCLGR,Month-to-month,24,39.1,1,0.49826786832565306,0,FN
3982-XWFZQ,Month-to-month,42,50.25,1,0.45815170032170116,0,FN
4759-PXTAN,One year,59,80.1,0,0.22694771500483954,0,TN
1448-PWKYE,Month-to-month,1,80.0,1,0.8243561173032182,1,TP
8741-LQOBK,Month-to-month,46,35.05,0,0.149988548849984,0,TN
8650-RHRKE,Month-to-month,4,29.65,1,0.8065880338456659,1,TP
7266-GSSJX,Month-to-month,11,20.45,0,0.4022834394967707,0,TN
1265-HVPZB,One year,59,66.4,0,0.06934435278165799,0,TN
9640-ZSLDC,One year,53,60.6,0,0.10013978052646104,0,TN
0988-JRWWP,Month-to-month,3,54.2,0,0.7680697370717258,1,FP
1926-QUZNN,Two year,72,25.25,0,0.01337985389554612,0,TN
9025-ZRPVR,Month-to-month,9,18.95,1,0.3965086721495723,0,FN
6527-PZFPV,One year,24,20.8,0,0.10979397431802307,0,TN
7460-ITWWP,Month-to-month,45,86.1,0,0.7120578402670061,1,FP
1530-ZTDOZ,Month-to-month,49,40.65,0,0.234613094417455,0,TN
4785-FCIFB,Two year,61,24.4,0,0.0156166334030743,0,TN
9717-QEBGU,Month-to-month,2,70.3,0,0.8592937292506799,1,FP
0876-WDUUZ,Month-to-month,5,85.4,1,0.7650068779261384,1,TP
7881-EVUAD,Month-to-month,2,42.6,1,0.7733981164834812,1,TP
4002-BQWPQ,Month-to-month,25,81.75,0,0.2841840151628232,0,TN
6377-WHAOX,Month-to-month,60,106.15,0,0.7055165337468291,1,FP
5027-YOCXN,One year,51,110.05,0,0.22539889418957648,0,TN
8450-JOVAH,Month-to-month,2,56.7,1,0.4777793178439229,0,FN
6646-QVXLR,One year,62,103.75,1,0.5702698419226009,1,TP
0254-KCJGT,One year,52,81.4,0,0.11284963526752138,0,TN
3442-ZHHCC,One year,68,76.9,0,0.08806301879508452,0,TN
9167-APMXZ,Month-to-month,22,84.15,0,0.7819001433766289,1,FP
0616-ATFGB,Month-to-month,1,25.05,1,0.8056659687146168,1,TP
7273-TEFQD,Month-to-month,3,41.15,1,0.8628994409466734,1,TP
8245-UMPYT,Month-to-month,16,96.4,1,0.9046823054431516,1,TP
6022-UGGSO,Month-to-month,32,74.4,1,0.6981951557635399,1,TP
6292-TOSSS,Two year,50,24.9,0,0.02342607714597202,0,TN
5207-PLSTK,Month-to-month,1,48.75,0,0.5277741409521398,1,FP
3908-BLSYF,Month-to-month,6,83.9,1,0.8258566781116541,1,TP
4317-VTEOA,Month-to-month,1,50.75,1,0.708340259272954,1,TP
0625-AFOHS,Two year,29,20.2,0,0.03479626552370402,0,TN
4667-OHGKG,Month-to-month,1,19.3,1,0.47701467868553776,0,FN
2386-OWURY,Month-to-month,58,95.3,0,0.6143502633936465,1,FP
3780-DDGSE,Month-to-month,35,76.05,0,0.47780096303033653,0,TN
1047-RNXZV,Two year,43,19.55,0,0.025402807369557603,0,TN
3926-YZVVX,One year,41,50.05,0,0.0971499570233476,0,TN
4742-TXUEX,Two year,47,19.3,0,0.015998213402667938,0,TN
8709-KRDVL,Month-to-month,33,100.0,0,0.8232977747151995,1,FP
0397-ZXWQF,Two year,67,20.5,0,0.00886636695162431,0,TN
3910-MRQOY,Two year,72,19.4,0,0.007222081360250941,0,TN
2511-MORQY,One year,50,54.9,0,0.10359040508762254,0,TN
4039-PIMHX,Two year,49,49.8,0,0.05803204332478904,0,TN
8083-YTZES,Month-to-month,4,74.35,1,0.8805953525689661,1,TP
1346-PJWTK,Month-to-month,61,94.15,0,0.31385771087376796,0,TN
3750-YHRYO,One year,7,20.65,0,0.16101595063583918,0,TN
1236-WFCDV,Month-to-month,14,90.45,1,0.7955577967518925,1,TP
5949-HGVJL,Month-to-month,26,73.05,0,0.5689098145818928,1,FP
9112-WSNPU,Month-to-month,35,70.55,0,0.6299575945124432,1,FP
1360-JYXKQ,One year,54,99.1,0,0.49760341952393944,0,TN
3585-ISXZP,Month-to-month,8,95.65,1,0.8296338372949735,1,TP
8380-PEFPE,Month-to-month,1,71.65,1,0.8292867593457167,1,TP
9402-ROUMJ,One year,67,100.25,0,0.17252993238284817,0,TN
4335-UPJSI,Two year,24,19.75,0,0.042600692942587594,0,TN
6096-EGVTU,One year,64,24.9,0,0.02252297925271817,0,TN
8988-ECPJR,Month-to-month,34,79.6,1,0.6244382330844332,1,TP
7677-SJJJK,One year,8,19.9,0,0.15019625419225313,0,TN
5850-BDWCY,Month-to-month,6,20.2,0,0.3340477763188449,0,TN
2025-JKFWI,Month-to-month,13,99.0,1,0.8264498533956692,1,TP
8028-PNXHQ,Two year,62,24.25,0,0.01631602242136375,0,TN
8397-MVTAZ,Month-to-month,34,100.05,1,0.844342534408088,1,TP
4445-ZJNMU,Month-to-month,9,99.3,0,0.8579043298648421,1,FP
3125-RAHBV,One year,22,20.3,0,0.10774539664311719,0,TN
6682-QJDGB,Month-to-month,40,55.25,1,0.18580096598904314,0,FN
8840-DQLGN,Month-to-month,35,100.5,1,0.5618738925700711,1,TP
6258-NGCNG,Month-to-month,7,23.5,0,0.3962918912957528,0,TN
5917-RYRMG,One year,32,19.8,0,0.08405364038887585,0,TN
7157-SMCFK,Two year,61,19.75,0,0.0093463385416538,0,TN
0816-TSPHQ,Month-to-month,2,20.75,0,0.3771992262207957,0,TN
6766-HFKLA,Two year,56,103.2,0,0.19973456328159075,0,TN
7067-KSAZT,One year,65,106.25,1,0.5447320903108214,1,TP
5155-AZQPB,Month-to-month,28,49.9,0,0.3566477844585294,0,TN
6890-PFRQX,Month-to-month,18,69.5,0,0.45628020093628574,0,TN
3508-VLHCZ,Two year,71,90.55,0,0.03581182876504121,0,TN
3649-JPUGY,Two year,72,88.6,0,0.06038105583373336,0,TN
9248-OJYKK,Month-to-month,1,76.45,1,0.9005031743053681,1,TP
7239-HZZCX,Month-to-month,1,19.75,1,0.3922762513322419,0,FN
9860-LISIZ,Month-to-month,34,20.35,0,0.13288738206303,0,TN
6979-ZNSFF,Month-to-month,8,87.05,1,0.8849493559372998,1,TP
8938-UMKPI,Month-to-month,47,106.4,1,0.7659114588558,1,TP
1820-DJFPH,Two year,72,24.05,0,0.010657677018137704,0,TN
0732-OCQOC,Two year,52,25.05,0,0.023699902894700798,0,TN
6776-TLWOI,Month-to-month,3,19.85,1,0.3720795317216215,0,FN
4940-KHCWD,Two year,60,37.7,0,0.022643227350393712,0,TN
9057-SIHCH,Month-to-month,3,96.6,1,0.9189545336646888,1,TP
9866-QEVEE,Month-to-month,19,86.0,1,0.7978759696844834,1,TP
5542-TBBWB,Month-to-month,1,69.9,0,0.8640518652169141,1,FP
4587-VVTOX,Month-to-month,6,105.3,1,0.898137840969593,1,TP
6322-HRPFA,Month-to-month,49,59.6,0,0.08057303256133021,0,TN
6284-AHOOQ,Month-to-month,22,90.5,1,0.7489101250652119,1,TP
4530-NDRKU,One year,42,19.05,0,0.07896398831390512,0,TN
1751-NCDLI,Month-to-month,46,98.85,0,0.8233827265193936,1,FP
3893-JRNFS,Month-to-month,68,39.9,0,0.24202651323350038,0,TN
5857-XRECV,One year,2,20.5,0,0.1762966170509932,0,TN
3115-CZMZD,Two year,0,20.25,0,0.14261120023677604,0,TN
4489-SNOJF,Month-to-month,35,72.25,1,0.29326596972252866,0,FN
1051-GEJLJ,Month-to-month,2,19.5,0,0.3754415849245917,0,TN
3563-SVYLG,Two year,68,62.65,0,0.011266512976710438,0,TN
4301-VVZKA,Month-to-month,16,75.4,0,0.8360362835821982,1,FP
9351-HXDMR,Two year,72,110.9,0,0.15042372261441586,0,TN
5161-XEUVX,Two year,37,94.3,0,0.23753083777770034,0,TN
3088-FVYWK,Two year,53,25.55,0,0.016831127697722728,0,TN
9812-GHVRI,Month-to-month,40,83.85,0,0.6214934662986151,1,FP
1370-GGAWX,One year,46,94.15,0,0.5462013938486103,1,FP
6023-YEBUP,Month-to-month,3,100.95,1,0.9194047060814939,1,TP
9940-RHLFB,Month-to-month,1,75.3,1,0.806132409846321,1,TP
4541-RMRLG,Month-to-month,7,19.25,1,0.4165469415194227,0,FN
2606-RMDHZ,Month-to-month,6,30.5,1,0.693670640739296,1,TP
5575-TPIZQ,Month-to-month,46,89.15,0,0.5678071726822287,1,FP
9378-FXTIZ,One year,54,70.15,1,0.253667411233806,0,FN
4631-OACRM,Month-to-month,15,79.4,1,0.8622132215185325,1,TP
8593-WHYHV,Month-to-month,3,85.3,1,0.9060955508758591,1,TP
1403-GYAFU,Two year,70,20.05,0,0.0062241670196456315,0,TN
7641-TQFHN,Two year,39,100.55,0,0.23999233914074447,0,TN
4237-CLSMM,Month-to-month,2,20.0,0,0.38524248100467046,0,TN
4360-PNRQB,Month-to-month,18,75.6,0,0.7605903715135861,1,FP
5334-AFQJB,Two year,72,25.1,0,0.01561538628089517,0,TN
9308-ANMVE,Month-to-month,47,55.3,0,0.20622242518866854,0,TN
3530-VWVGU,Month-to-month,22,19.9,0,0.17109836318693544,0,TN
4674-HGNUA,Two year,71,89.9,0,0.02828339256639839,0,TN
3030-YDNRM,Month-to-month,8,74.85,0,0.8659164102043567,1,FP
3642-BYHDO,Two year,71,19.9,0,0.005821711284625123,0,TN
0440-UEDAI,One year,53,94.45,0,0.2675766152363815,0,TN
9819-FBNSV,Month-to-month,37,72.25,0,0.603467664454472,1,FP
9289-LBQVU,One year,64,70.15,0,0.11553780538142183,0,TN
4468-YDOVK,Month-to-month,5,48.65,0,0.49140674347093904,0,TN
2001-EWBQU,Two year,60,104.7,0,0.28678819413135215,0,TN
9992-UJOEL,Month-to-month,2,50.3,0,0.6252088560313678,1,FP
8409-WQJUX,One year,25,54.2,0,0.43598746847203784,0,TN
3077-RSNTJ,Month-to-month,6,19.7,0,0.2906790762332201,0,TN
6993-YCOBK,Two year,60,110.6,0,0.20754292699973761,0,TN
4817-VYYWS,Month-to-month,30,100.2,1,0.8324963506790972,1,TP
4702-HDRKD,One year,67,49.35,0,0.07491526989630708,0,TN
3251-YMVWZ,One year,53,24.05,0,0.04263470056575226,0,TN
4190-MFLUW,Month-to-month,10,55.2,1,0.3453433489930661,0,FN
4678-DVQEO,Month-to-month,1,52.2,1,0.6526956235767515,1,TP
4701-AHWMW,Month-to-month,55,54.55,1,0.3509419319061041,0,FN
2987-BJXIK,Two year,70,84.7,0,0.04772625738695195,0,TN
1730-VFMWO,Month-to-month,34,50.2,0,0.23081187955814933,0,TN
1936-UAFEH,Two year,68,110.25,0,0.0968284803318033,0,TN
5140-FOMCQ,One year,59,109.15,0,0.3629046569812664,0,TN
8778-LMWTJ,Month-to-month,9,74.85,0,0.7603793418767865,1,FP
9840-DVNDC,Month-to-month,6,80.5,1,0.8177365681564092,1,TP
8033-VCZGH,One year,50,103.95,0,0.5453108515626429,1,FP
8580-QVLOC,Two year,72,92.45,1,0.028642374119051624,0,FN
6128-AQBMT,Month-to-month,41,53.95,0,0.6531519376313812,1,FP
6257-RJOHI,Month-to-month,4,50.8,0,0.559364308345604,1,FP
1929-ZCBHE,One year,47,40.3,0,0.09200505269108497,0,TN
6242-SGYTS,One year,62,94.95,0,0.21899991700683258,0,TN
7010-ZMVBF,Month-to-month,18,20.45,0,0.19560161027754208,0,TN
3519-ZKXGG,Month-to-month,3,75.85,1,0.8802982458027873,1,TP
5666-MBJPT,Two year,65,25.1,0,0.018278462676212543,0,TN
3313-QKNKB,One year,59,85.55,1,0.40613308452155505,0,FN
7581-EBBOU,One year,60,70.15,0,0.08965612673310838,0,TN
1784-BXEFA,Month-to-month,10,20.55,0,0.36957311012924726,0,TN
7492-TAFJD,Two year,7,38.55,0,0.1701239957038174,0,TN
5213-TWWJU,Month-to-month,28,91.0,0,0.6474618044412844,1,FP
3312-ZWLGF,Month-to-month,29,79.3,0,0.7505877268672193,1,FP
2923-ARZLG,One year,0,19.7,0,0.32942437957173354,0,TN
7032-LMBHI,One year,37,64.65,0,0.16988625180165282,0,TN
8292-ITGYJ,Two year,45,24.65,0,0.03190742698071689,0,TN
9107-UKCKY,One year,61,79.8,0,0.2838126569466462,0,TN
6848-HJTXY,Two year,64,19.45,0,0.0097996339021485,0,TN
4184-VODJZ,One year,63,91.35,0,0.3774068447435653,0,TN
4846-WHAFZ,Month-to-month,37,76.5,1,0.7502970838871266,1,TP
8735-SDUFN,Two year,72,24.3,0,0.011254584093056645,0,TN
0839-JTCUD,Two year,66,89.9,0,0.031046257503317135,0,TN
6857-VWJDT,Month-to-month,1,95.65,1,0.860279083373243,1,TP
7363-QTBIW,Month-to-month,9,79.75,0,0.8650250193672236,1,FP
6158-HDPXZ,Month-to-month,1,25.35,0,0.7102353248666704,1,FP
5419-CONWX,Month-to-month,4,99.8,1,0.8527543914769403,1,TP
9286-DOJGF,Month-to-month,38,74.95,1,0.6657355070021184,1,TP
2408-PSJVE,Month-to-month,44,61.9,0,0.18273777885656242,0,TN
2087-QAREY,Month-to-month,22,54.7,0,0.44084310228591056,0,TN
6777-TGHTM,One year,53,106.95,1,0.4104220873764224,0,FN
6507-ZJSUR,Month-to-month,23,90.45,0,0.86700101714553,1,FP
5025-GOOKI,Month-to-month,20,18.9,0,0.2728025169602296,0,TN
6080-LNESI,Two year,51,24.75,0,0.02382314165798639,0,TN
2236-HILPA,Two year,62,20.65,0,0.00861512666387793,0,TN
1386-ZIKUV,Month-to-month,7,18.95,0,0.41608786192677216,0,TN
3365-SAIGS,Month-to-month,17,83.55,0,0.8054389199918033,1,FP
6061-GWWAV,One year,41,70.2,0,0.09415137642519093,0,TN
9979-RGMZT,One year,7,94.05,0,0.7095708419850427,1,FP
8445-DNBAE,Month-to-month,1,50.05,0,0.7450083862963486,1,FP
6872-HXFNF,One year,64,58.35,0,0.06338164015625851,0,TN
1320-HTRDR,Month-to-month,3,75.5,1,0.8783748553581714,1,TP
3923-CSIHK,Month-to-month,50,71.05,1,0.5970735131258113,1,TP
2446-ZKVAF,Month-to-month,18,56.8,0,0.4513074785422747,0,TN
4640-UHDOS,Month-to-month,13,55.95,1,0.5739893169777381,1,TP
5457-COLHT,Two year,69,80.65,0,0.021143409855179356,0,TN
2254-DLXRI,Month-to-month,1,79.15,0,0.8261040278325754,1,FP
5339-PXDVH,Month-to-month,4,90.65,0,0.809372141373668,1,FP
2386-LAHRK,Month-to-month,1,53.5,1,0.725465086610618,1,TP
5062-CJJKH,One year,25,53.65,0,0.17072899945521613,0,TN
8930-XOTDP,Month-to-month,18,55.95,0,0.4412448186720942,0,TN
4779-ZGICK,Two year,48,23.55,0,0.022508076657877147,0,TN
9534-NSXEM,One year,26,20.65,0,0.12513322884536554,0,TN
3716-BDVDB,Month-to-month,1,69.1,1,0.8661305881390511,1,TP
9842-EFSYY,Month-to-month,4,57.2,0,0.6826404466409229,1,FP
9122-UMROB,Month-to-month,1,20.3,0,0.38936087273263986,0,TN
1867-BDVFH,Month-to-month,11,74.35,1,0.8292965723402852,1,TP
5949-EBSQK,Month-to-month,4,61.45,1,0.46824583159096667,0,FN
4160-AMJTL,Month-to-month,8,19.65,1,0.43502328872860024,0,FN
8622-ZLFKO,Month-to-month,6,90.75,0,0.8798742983396128,1,FP
2990-IAJSV,Two year,72,92.0,0,0.03290037707054653,0,TN
6064-ZATLR,Two year,27,52.85,0,0.0696827133591982,0,TN
7409-KIUTL,Month-to-month,1,71.0,1,0.8475014194936162,1,TP
5505-OVWQW,One year,17,20.15,0,0.13227004200898115,0,TN
3948-KXDUF,Two year,66,68.75,0,0.019001434494691178,0,TN
9814-AOUDH,Two year,53,19.5,0,0.015881240923143147,0,TN
7398-LXGYX,Month-to-month,44,84.8,0,0.4938542248508518,0,TN
5266-PFRQK,One year,52,20.85,0,0.03677495681905977,0,TN
1568-BEKZM,Two year,70,90.05,0,0.04158697820207924,0,TN
2692-PFYTJ,Month-to-month,1,25.75,0,0.5198273088739815,1,FP
2533-QVMSK,Two year,61,94.1,1,0.2221151096594798,0,FN
5828-AVIPD,One year,19,100.95,1,0.6822755508582091,1,TP
2907-ILJBN,One year,11,20.6,0,0.13593368822720583,0,TN
5226-NOZFC,Month-to-month,26,85.75,0,0.7606252830271427,1,FP
7114-AEOZE,Two year,60,19.85,0,0.011286292196639272,0,TN
2202-CUYXZ,Month-to-month,1,84.85,1,0.8830981594609776,1,TP
3466-RITXD,Month-to-month,26,92.4,0,0.6639217400862799,1,FP
